"codice-isil";"codice-sbn";"denominazione";"indirizzo";"frazione";"cap";"comune";"codice istat comune";"provincia";"regione";"codice istat provincia";"latitudine";"longitudine";"telefono";"fax";"email";"url"
"IT-TO1241";"TO1AC";"Biblioteca del Liceo Valdese";"Via Beckwith 1";"";"10066";"Torre Pellice";"001275";"Torino";"PIEMONTE";"001";"44,8204879";"7,219808300000068";"+39 012191260";"";"presidecollegio@chiesavaldese.org";"http://www.collegiovaldese.org/"
"IT-TO1242";"BCTLA";"Biblioteche delle donne di Làadan";"Via Vanchiglia 3";"";"10124";"Torino";"001272";"Torino";"PIEMONTE";"001";"45,0661759";"7,6960900000000265";"+39 0118122519";"";"bibliotechelaadan@laadan.it";"http://www.laadan.it/biblioteche/"
"IT-TO1243";"BCTS2";"Biblioteca dell'Istituto d'Istruzione Superiore ""Galileo Ferraris""";"Via Don Carlo Gnocchi 2/A";"";"10036";"Settimo Torinese";"001265";"Torino";"PIEMONTE";"001";"45,14114499999999";"7,760500999999977";"+39 0118968745";"";"TOIS01900L@istruzione.it";"https://www.iis-ferraris.gov.it/"
"IT-TO1244";"BCT2L";"Biblioteca pubblica San Luigi Gonzaga";"Regione Gonzole 10";"";"10043";"Orbassano";"001171";"Torino";"PIEMONTE";"001";"45,028486";"7,559387700000002";"+39 0119026212";"";"bibliosanluigi@gmail.com";"https://associazionesanluigi.it/biblioteca-sanluigi/#top"
"IT-TO1246";"";"Biblioteca comunale";"Piazza Don Amerano 1";"";"10079";"Mappano";"001316";"Torino";"PIEMONTE";"001";"45,14707";"7,70704";"+39 0119969952";"";"biblioteca@comune.mappano.to.it";"http://www.comune.mappano.to.it/"
"IT-TO1247";"BCTS4";"Biblioteca scolastica dell'Istituto Comprensivo Settimo 1";"Via Buonarroti, 8";"";"10036";"Settimo Torinese";"001265";"Torino";"PIEMONTE";"001";"45,1390929";"7,7734904";"+39 0118028630";"";"toic8a900c@istruzione.it";"https://www.icsettimo1.edu.it/"
"IT-TO1248";"BCTS3";"Biblioteca scolastica dell'Istituto di Istruzione Superiore 8 Marzo";"Via Leini, 54";"";"10036";"Settimo Torinese";"001265";"Torino";"PIEMONTE";"001";"45,1407518";"7,758918800000001";"+39 0118006563";"";"tois031007@istruzione.it";"https://www.istituto8marzo.edu.it/"
"IT-TO1249";"TO1LP";"Biblioteca del Liceo Statale ""G.F. Porporato""";"Via Brignone, 2";"";"10006";"Pinerolo";"001191";"Torino";"PIEMONTE";"001";"44,88701409999999";"7,335444799999999";"+39 0121795064";"+39 0121795059";"liceoporporato@tiscali.it";"www.liceoporporato.edu.it"
"IT-TO1250";"TO1XM";"Biblioteca comunale";"Via Roma 4";"";"10050";"Venaus";"001291";"Torino";"PIEMONTE";"001";"45,1547303";"7,0119786";"+39 0122505001";"";"info@comune.venaus.to.it";"https://www.comune.venaus.to.it/"
"IT-TO1251";"BCTPA";"Biblioteca per l'inclusione del Centro Paideia";"Via Moncalvo 1";"";"10131";"Torino";"001272";"Torino";"PIEMONTE";"001";"45,0616387";"7,7021226";"+39 0110462400";"";"biblioteca@fondazionepaideia.it";"https://centropaideia.org/attivita/biblioteca/"
"IT-TO1252";"TO1XI";"Biblioteca comunale";"via Augusto Abegg, 15";"";"10050";"San Didero";"001239";"Torino";"PIEMONTE";"001";"45,1341279";"7,215597999999999";"+39 0119637837";"";"biblioteca.sandidero@libero.it";"https://www.comune.sandidero.to.it/"
"IT-TO1253";"TO1LT";"Biblioteca del patouà ""Arturo Genre""";"Via Balziglia 103";"";"10063";"Pomaretto";"001198";"Torino";"PIEMONTE";"001";"44,9562535";"7,181206899999999";"+39 0121803684";"";"scuolalatina@scuolalatina.it";"http://www.scuolalatina.it/biblioteca.html"
"IT-TO1254";"UTOSP";"Biblioteca Fondazione Sandro Penna/Fuori!";"Via Santa Chiara 1";"";"10122";"Torino";"001272";"Torino";"PIEMONTE";"001";"45,0749944";"7,681675299999998";"+39 0110361121";"";"fondazionesandropennafuori@gmail.com";"https://archivi.polodel900.it/enti/fondazione-sandro-penna-fuori/"
"IT-TO1255";"BCTS5";"Biblioteca scolastica ""Calvino"" dell'Istituto Comprensivo Settimo IV";"Viale Piave 20";"";"10036";"Settimo Torinese";"001265";"Torino";"PIEMONTE";"001";"45,1326982";"7,768361899999999";"+39 0118028653";"";"toic8bc004@istruzione.it";"https://www.ddivcircolosettimo.it/"
"IT-TO1256";"BCTBB";"Bibliobus delle Biblioteche civiche torinesi";"Via della Cittadella 5";"";"10122";"Torino";"001272";"Torino";"PIEMONTE";"001";"45,0746496";"7,673401699999999";"+39 3420100532";"";"bibliobus@comune.torino.it";"https://bct.comune.torino.it/sedi-orari/bibliobus"
"IT-TO1257";"";"Biblioteca civica Carlo Picco";"Via Roma 1";"";"10080";"Pratiglione";"001207";"Torino";"PIEMONTE";"001";"45,3537309";"7,596201999999999";"+39 01247184";"+39 012477886";"biblioteca@comune.pratiglione.to.it";"https://www.comune.pratiglione.to.it/it-it/home"
"IT-TO1258";"";"Biblioteca civica Farfalibro";"Piazza Giuseppe Ponzetto 8";"";"10010";"Orio Canavese";"001172";"Torino";"PIEMONTE";"001";"45,3283824";"7,862835499999999";"+39 0119133359";"+39 0119898449";"biblioteca@comune.oriocanavese.to.it";"http://farfalibro.altervista.org/index.php"
"IT-TO1259";"";"Biblioteca civica Salvatore Gotta";"Via Roma 5";"";"10080";"Locana";"001134";"Torino";"PIEMONTE";"001";"45,4169466";"7,461763899999999";"+39 0124813000 int. 9";"";"biblioteca.locana@alice.it";"https://www.comune.locana.to.it/it-it/vivere-il-comune/cultura/biblioteca-civica-salvatore-gotta-34657-1-b9ad6bd79890ec07e9bf96a2752d0c37"
"IT-TO1260";"";"Biblioteca comunale";"Via Castagneri 1";"";"10070";"Vauda Canavese";"001290";"Torino";"PIEMONTE";"001";"45,2790913";"7,618324099999999";"+39 0119243632";"";"biblioteca.vaudacanavese@gmail.com";"https://www.comune.vaudacanavese.to.it/it-it/vivere-il-comune/cultura/biblioteca-comunale-48231-1-8a7b8dbd3d7deb88923d9300d3415327"
"IT-TO1261";"TO1XO";"Biblioteca comunale";"Frazione San Giuseppe 1";"";"10050";"Giaglione";"001114";"Torino";"PIEMONTE";"001";"45,1394954";"7,013548600000001";"+39 012231430";"";"diomira.fortunato@umvs.it";"https://www.comune.giaglione.to.it/it-it/home"
"IT-TO1262";"";"Biblioteca civica - Nole";"Via Torino 127";"";"10076";"Nole";"001166";"Torino";"PIEMONTE";"001";"45,2457564";"7,5703204";"+39 0119299740";"+39 0119296129";"biblioteca@comune.nole.to.it";"www.comune.nole.to.it"
"IT-TO1263";"";"Biblioteca civica";"Piazza Martiri della Libertà 1";"";"10080";"San Ponso";"001251";"Torino";"PIEMONTE";"001";"45,35051330702367";"7,671894652239986";"+39 012436522";"+39 0124360535";"bibliotecasanponso@gmail.com";"https://www.comune.sanponso.to.it/it-it/home"
"IT-TO1264";"";"Biblioteca comunale";"Vicolo Societa Operaia 7";"";"10080";"Borgiallo";"001029";"Torino";"PIEMONTE";"001";"45,4163061";"7,667708299999998";"+39 0124690001";"";"bibliotecaborgiallo@gmail.com";"https://www.comune.borgiallo.to.it/it-it/home"
"IT-TO1265";"";"Biblioteca comunale Mimma Parodi Panieri";"Piazza Municipale 1";"";"10080";"Sparone";"001267";"Torino";"PIEMONTE";"001";"45,4133266";"7,544161099999999";"+39 0124808942";"+39 0124808804";"biblioteca.sparone@tiscali.it";""
"IT-TO1266";"BCT1D";"Biblioteca civica ""Mauro Rostagno""";"Località San Giovanni 65";"";"10020";"Verrua Savoia";"001294";"Torino";"PIEMONTE";"001";"45,160198";"8,095486";"+39 0161849112";"+39 0161839407";"biblioteca@comune.verrua.to.it";""
"IT-TO1267";"BCT1W";"Biblioteca civica ""Luigi Martini""";"Via San Giovanni 5";"";"10020";"Monteu da Po";"001162";"Torino";"PIEMONTE";"001";"45,1502941";"8,0166862";"+39 0119187813";"+39 0119187128";"anagrafe@comune.monteudapo.to.it";"https://www.comune.monteudapo.to.it/it-it/home"
"IT-TO1268";"";"Biblioteca ""Renzo Maglione""";"Via Torino 4";"";"10010";"Cossano Canavese";"001095";"Torino";"PIEMONTE";"001";"45,3881436";"7,9932961";"+39 0125779947";"+39 0125781800";"info@comune.cossano.to.it";"https://www.comune.cossano.to.it"
"IT-TO1269";"";"Biblioteca comunale";"Vicolo Scala 2";"";"10010";"Strambinello";"001268";"Torino";"PIEMONTE";"001";"45,423366";"7,7687871";"+39 012576691";"+39 0125668956";"strambinello@ruparpiemonte.it";"https://www.comune.strambinello.to.it/it-it/avvisi/2019/biblioteca-comunale-86824-1-d4a26c790695ce325b12c2c93eb5b323"
"IT-TO1270";"";"Biblioteca comunale";"Piazza Marconi 1";"";"10080";"Salassa";"001231";"Torino";"PIEMONTE";"001";"45,3586777";"7,6896466";"+39 012436145";"";"biblioteca@comune.salassa.to.it";"https://www.comune.salassa.to.it/it-it/amministrazione/uffici?biblioteca-4225#hbiblioteca"
"IT-TO1271";"";"Biblioteca Comunale “Sac. Carlo Benedetto”";"Piazza del Municipio 5";"";"10010";"Tavagnasco";"001271";"Torino";"PIEMONTE";"001";"45,5430546";"7,822857599999999";"+39 0125658601";"+39 0125659214";"ombretta.maglione@comune.tavagnasco.to.it";"https://ivrea.erasmo.it/opac/default.aspx"
"IT-TO1272";"";"Biblioteca comunale";"Via Vittorio Emanuele II";"";"10030";"Vestignè";"001295";"Torino";"PIEMONTE";"001";"45,388622";"7,9522319";"+39 012577103";"+39 012577465";"info@comune.vestigne.to.it";""
"IT-TO1273";"TO05D";"Biblioteca Claudiana editrice - Giuseppe e Marco Scarpat";"Via Principe Tommaso 1";"";"00001";"Torino";"001272";"Torino";"PIEMONTE";"001";"45,060295";"7,683418799999998";"+39 0116689804";"";"biblioteca@claudiana.it";""
"IT-TO1274";"BCTAF";"Biblioteca Alliance Française Torino";"Corso Filippo Turati, 12";"";"10128";"Torino";"001272";"Torino";"PIEMONTE";"001";"45,0537524";"7,669576899999999";"+39 01119716565";"";"biblioteca@alliancefrto.it";"https://www.alliancefrto.it/biblioteca-in-sede-e-mediateca-digitale/"
"IT-TO1275";"BCTAN";"Biblioteca popolare Lino Anaclerio";"Via Cervino snc";"";"snc";"Torino";"001272";"Torino";"PIEMONTE";"001";"45,0915354";"7,684380399999999";"+39 3384392037";"";"bibliotecapopolareanaclerio@circolobanfo.it";"https://www.circolobanfo.it/"
"IT-TO1276";"";"Biblioteca Leone Ginzburg";"Via Parini, 8";"";"10121";"Torino";"001272";"Torino";"PIEMONTE";"001";"45,064962";"7,6757738";"+39 011540751";"";"biblioteca@liceomassimodazeglio.it";"https://www.liceodazeglio.edu.it/biblioteca-leone-ginzburg/"
"IT-TO1277";"BCT3B";"Biblioteca comunale di Baldissero Torinese";"Via Martiri della Libertà, 5";"";"10020";"Baldissero Torinese";"001018";"Torino";"PIEMONTE";"001";"45,0685297";"7,8169586";"+39 0119431725";"+39 0119408380";"segreteria.baldissero.torinese@ruparpiemonte.it";"www.comune.baldisserotorinese.to.it/it-it/servizi/vivere-il-tempo-libero-e-la-cultura-c/"
"IT-TO1278";"";"Biblioteca comunale di Ronco Canavese";"Piazza del Municipio 2";"";"00002";"Ronco Canavese";"001224";"Torino";"PIEMONTE";"001";"45,4981568";"7,5434218";"+39 0124817803";"+39 0124817419";"assessore@comune.roncocanavese.to.it";"https://www.comune.roncocanavese.to.it/it-it/home"
"IT-TO1279";"";"Biblioteca Comunale Pietro Alaria";"Via Della Chiesa 38";"";"10070";"Cantoira";"001054";"Torino";"PIEMONTE";"001";"45,3440787";"7,379288";"+39 0123585556";"+39 0123585601";"bibliopietroalaria@gmail.com";"https://www.facebook.com/bibliotecacomunaledicantoirapietroalaria/"
"IT-TO1280";"";"Biblioteca Civica “Don Andrea Oberto”";"Via dell'Asilo 1";"";"10080";"Ciconio";"001083";"Torino";"PIEMONTE";"001";"45,32913019999999";"7,7594127";"+39 0124300018";"";"protocollo@comune.ciconio.to.it";""
"IT-TO1281";"TO1VC";"Punto prestito Villanova Canavese";"Piazza IV Novembre 2/4";"";"10070";"Villanova Canavese";"001301";"Torino";"PIEMONTE";"001";"45,2428332";"7,554024599999999";"+39 0119295577";"";"biblioteca@comune.villanovacanavese.to.it";"http://www.comune.villanovacanavese.to.it/"
"IT-TO1282";"";"Biblioteca comunale di Chiesanuova";"Via Cresto, 20";"";"10080";"Chiesanuova";"001079";"Torino";"PIEMONTE";"001";"45,417859";"7,6555879";"+39 0124666014";"";"";""
"IT-TO1283";"TO13F";"Biblioteca specialistica della Fondazione Chierese per il Tessile e per il Museo del Tessile";"Via Giovanni Demaria 10";"";"10023";"Chieri";"001078";"Torino";"PIEMONTE";"001";"45,0103125";"7,823128799999999";"+39 3294780542";"";"segreteria@fmtessilchieri.org";"https://www.fmtessilchieri.org/biblioteca"
"IT-TO1284";"";"Biblioteca della Scuola secondaria ""E. Fermi""";"Via Biglieri 19";"";"10126";"Torino";"001272";"Torino";"PIEMONTE";"001";"45,0339263";"7,671154";"+39 01101167760";"";"biblioteca.secondaria@vittorinodafeltre.it";"https://trlpiemonte.biblioteche.it/library/ic-vittorino-da-feltre-sc-sec-fermi-torino/"
"IT-TO1285";"TO0L8";"Biblioteca IN/Arch";"Via Saluzzo 64a";"";"64a";"Torino";"001272";"Torino";"PIEMONTE";"001";"45,0540446";"7,676955700000001";"+39 011658296";"+39 011658296";"biblioteca@inarchpiemonte.it";"https://www.inarchpiemonte.it/"
"IT-TO1286";"TO003";"Biblioteca del Museo Officina della Scrittura";"Strada Comunale da Bertolla all'Abbadia di Stura 200";"";"10156";"Torino";"001272";"Torino";"PIEMONTE";"001";"45,11326620000001";"7,7335572";"+39 0110343090";"+39 0112733352";"info@aureasigna.org";"https://www.officinadellascrittura.it/"
"IT-TO1287";"TO1ME";"Biblioteca del Museo Etnografico-Laboratorio dell'Arte Tessile Lanzese ""E. Fornara Borla""";"Via L. Usseglio 8";"";"10074";"Lanzo Torinese";"001128";"Torino";"PIEMONTE";"001";"45,2730018";"7,4747393";"+39 012329331";"";"biblioteca@comune.lanzotorinese.to.it";"https://www.comune.lanzotorinese.to.it/it-it/vivere-il-comune/cosa-vedere/museo-dell-arte-tessile-lanzese-30020-1-fbbf1463c29acb5a504cc0260b820b54"
"IT-TO1288";"TO1CD";"Centro di Documentazione di storia contemporanea e della Resistenza ""Nicola Grosa""";"Via L. Usseglio 6";"";"10074";"Lanzo Torinese";"001128";"Torino";"PIEMONTE";"001";"45,2727794";"7,4748967";"+39 012329331";"";"centro.grosa@comune.lanzotorinese.to.it";"https://www.comune.lanzotorinese.to.it/it-it/CentroStudi"
"IT-TO1289";"TO1R4";"Biblioteca scolastica dell'Istituto Comprensivo Bussoleno";"Via Don Carlo Prinetto 2";"";"10053";"Bussoleno";"001044";"Torino";"PIEMONTE";"001";"45,1367332243694";"7,1438520777710135";"+39 012249131";"";"toic899009@istruzione.it";"https://www.icbussoleno.edu.it/"
"IT-TO1290";"";"Biblioteca Lidia De Federicis";"Via Sant’Ottavio 9/11";"";"10124";"Torino";"001272";"Torino";"PIEMONTE";"001";"45,0675953";"7,693551899999998";"+39 0118171407";"";"biblioteca@giobertitorino.com";"https://trlpiemonte.biblioteche.it/library/liceo-gioberti-sede-via-sant-ottavio/"
"IT-TO1291";"";"Biblioteca Scolastica “Norberto Bobbio”";"Via Valdocco, 23";"";"10041";"Carignano";"001058";"Torino";"PIEMONTE";"001";"44,9102366";"7,6742734";"+39 0119692329";"";"TOIS03300V@istruzione.it";"http://www.iisbobbio.edu.it"
"IT-TO1292";"TO1HS";"Biblioteca scolastica dell’Istituto tecnico e professionale ""Enzo Ferrari""";"Corso Luciano Couvert 21";"";"10059";"Susa";"001270";"Torino";"PIEMONTE";"001";"45,1394153";"7,052605";"+39 0122622381";"";"tois017001@istruzione.it";"https://ferrarisusa.edu.it"
"IT-TO1293";"UTOCB";"Biblioteca Federata di Medicina ""Ferdinando Rossi"" - Sede Chiabrera";"Via Chiabrera 27";"";"10126";"Torino";"001272";"Torino";"PIEMONTE";"001";"45,0449795";"7,6798416";"+39 0116707994";"";"chiabrera.bfm@unito.it";"https://www.bfm.unito.it/it"
"IT-TO1294";"TO0T4";"Biblioteca B.A.Ci. di San Germano";"Via Guido Vinçon 60";"";"10065";"San Germano Chisone";"001242";"Torino";"PIEMONTE";"001";"44,89881889999999";"7,239378599999998";"+39 3393428163";"";"bacidisangermano@gmail.com";"https://bacidisangermano.com/"
"IT-TO1297";"TO1XS";"Biblioteca scolastica dell'Istituto Comprensivo Susa";"Piazza Savoia 21";"10059";"";"Susa";"001270";"Torino";"PIEMONTE";"001";"45,1376483";"7,044458799999999";"+39 0122622149";"";"toic880008@istruzione.it";"https://www.ic-susa.it"
"IT-TO1298";"TO1LM";"Biblioteca comunale ""Ramello Adriana""";"Piazza Don Girardi";"";"10070";"Lemie";"001131";"Torino";"PIEMONTE";"001";"45,2285036";"7,293013";"+39 012360222";"";"info@comune.lemie.to.it";"https://www.comune.lemie.to.it/"
"IT-TO1299";"";"Bibliomediateca Rai “Dino Villani”";"Via Verdi, 31";"";"10124";"Torino";"001272";"Torino";"PIEMONTE";"001";"45,0684872";"7,692833500000001";"+39 0118104858";"";"biblioto@rai.it";"https://www.teche.rai.it/biblioteche-rai/"
"IT-TO1300";"";"Biblioteca della Scuola Primaria San Giacomo (IC Bruno Caccia)";"Strada San Vincenzo, 44";"";"10100";"Torino";"001272";"Torino";"PIEMONTE";"001";"45,0514194";"7,7191817";"";"";"TOIC8CA003@istruzione.it";""
"IT-TP0001";"TPSAL";"Biblioteca civica Sebastiano Bagolino";"Piazza Ciullo";"";"91011";"Alcamo";"081001";"Trapani";"SICILIA";"081";"37,980111";"12,9651836";"+39 0924590287";"+39 0924.590288";"bibliotecacivica@comune.alcamo.tp.it";"http://85.44.202.91/SebinaOpac/Opac.do?cdBib=TPSAL"
"IT-TP0004";"TPSCF";"Biblioteca comunale";"Piazza Plebiscito 6";"";"91013";"Calatafimi-Segesta";"081003";"Trapani";"SICILIA";"081";"37,91367";"12,86205";"+39 0924950500";"";"biblioteca@comune.calatafimisegesta.tp.it";"http://www.bibliotp.it/SebinaOpac/library/biblioteca-comunale-calatafimi-segesta/TPSCF"
"IT-TP0005";"TPSCM";"Biblioteca comunale";"Piazza Garibaldi";"";"91021";"Campobello di Mazara";"081004";"Trapani";"SICILIA";"081";"37,6332456";"12,7468877";"+39 0924933507";"";"biblioteca@comune.campobellodimazara.tp.it";"https://bibliotp.regione.sicilia.it/opac/library/campobello%20di%20mazara%20-%20biblioteca%20comunale/tpscm"
"IT-TP0007";"TPSCS";"Biblioteca comunale di Custonaci";"via Scurati, 15";"";"91015";"Custonaci";"081007";"Trapani";"SICILIA";"081";"38,0775511";"12,6753046";"+390923971495";"";"";"www.comunecustonaci.it"
"IT-TP0008";"TPSER";"Biblioteca comunale Vito Carvini";"Piazza della Loggia 1";"";"91016";"Erice";"081008";"Trapani";"SICILIA";"081";"38,0382481";"12,58709650000003";"+39 0923502320";"";"biblioteca@comune.erice.tp.it";"https://www.comune.erice.tp.it/it"
"IT-TP0009";"TPSGI";"Biblioteca comunale 'Gesualdo Bufalino'";"Viale Segesta";"";"91024";"Gibellina";"081010";"Trapani";"SICILIA";"081";"37,8126642";"12,8754363";"+39 0924524882";"+39 092467428";"protocollo@comune.gibellina.tp.it";"http://www.comune.gibellina.tp.it"
"IT-TP0010";"TPSMS";"Biblioteca comunale Salvatore Struppa";"Via XI Maggio 65";"";"91025";"Marsala";"081011";"Trapani";"SICILIA";"081";"37,79977150000001";"12,4344465";"+39 0923993413";"+39 0923953390";"bibliotecacomunale@comune.marsala.tp.it";"http://www.comune.marsala.tp.it"
"IT-TP0011";"PBEH6";"Biblioteca del Seminario vescovile";"Piazza della Repubblica, 16";"";"91026";"Mazara del Vallo";"081012";"Trapani";"SICILIA";"081";"37,6514667";"12,5898457";"+39 0923.941809";"";"biblioteca@diocesimazara.it";""
"IT-TP0012";"TPSMV";"Biblioteca comunale";"Via delle Sette Chiese 1";"";"91026";"Mazara del Vallo";"081012";"Trapani";"SICILIA";"081";"37,6531823";"12,5894214";"+39 0923671690";"";"biblioteca@comune.mazaradelvallo.tp.it";"www.comune.mazaradelvallo.tp.it"
"IT-TP0013";"TPSPC";"Biblioteca comunale";"Via Agate 46";"";"91027";"Paceco";"081013";"Trapani";"SICILIA";"081";"37,9816398";"12,5617857";"+39 09231929608";"+39 0923883512";"biblioteca@comune.paceco.tp.it";"http://www.bibliotp.it/SebinaOpac/library/paceco/TPSPC"
"IT-TP0014";"PBES8";"Biblioteca parrocchiale Cossyra";"Corso Vittorio Emanuele II, 2";"";"91017";"Pantelleria";"081014";"Trapani";"SICILIA";"081";"36,831625";"11,9443941";"+39 0923.911130";"";"bibliotecaparrocchialecossyra@gmail.com";""
"IT-TP0015";"TPSPN";"Biblioteca comunale Francesco Saladino - Biblioteca per L'Infanzia e L'Adolescenza Baldo Aiello";"Via Palermo 86";"";"91028";"Partanna";"081015";"Trapani";"SICILIA";"081";"37,7254589";"12,8937673";"+39 0924923570";"+39 092488266";"bibioteca@comune.partanna.tp.it";"www.comune.partanna.tp.it"
"IT-TP0016";"TPSPG";"Biblioteca comunale Arciprete Nunzio Caronna";"corso UMBERTO I";"";"91020";"Poggioreale";"081016";"Trapani";"SICILIA";"081";"37,7632908";"13,0366219";"092475642";"";"comunepoggioreale@pec.it";"www.poggioreale.tp-net.it"
"IT-TP0018";"TPSSC";"Biblioteca ""Padre Maurizio Damiani"" del Convento dei frati cappuccini";"Via San Leonardo, 1";"";"91018";"Salemi";"081018";"Trapani";"SICILIA";"081";"37,82392";"12,80385";"+39 092464347";"+39 0924981614";"bidamianisalemi@opactrapani.it";"http://www.opactrapani.it/biblioteche/salemi-cappuccini"
"IT-TP0019";"TPSSL";"Biblioteca comunale Simone Corleo";"Piazza I. Lampiasi 1";"";"91018";"Salemi";"081018";"Trapani";"SICILIA";"081";"37,816856";"12,8012859";"+39 0924991332";"";"biblioteca@cittadisalemi.it";"www.salemi.gov.it"
"IT-TP0020";"";"Biblioteca comunale";"Via B. Napoli";"";"91010";"San Vito Lo Capo";"081020";"Trapani";"SICILIA";"081";"38,1749742";"12,7336829";"+39 0923621211";"";"";""
"IT-TP0021";"";"Biblioteca dell'Archivio di Stato di Trapani";"piazzetta Sant'Anna 22";"";"91100";"Trapani";"081021";"Trapani";"SICILIA";"081";"38,0170215918336";"12,5030039208668";"+39 0923546355";"+39 0923872937";"as-tp@cultura.gov.it";"http://www.archiviodistatotrapani.beniculturali.it/index.php?it/1/home"
"IT-TP0022";"TPSBF";"Biblioteca Fardelliana";"Largo S. Giacomo 18";"";"91100";"Trapani";"081021";"Trapani";"SICILIA";"081";"38,01452";"12,51068";"+39 092321540";"";"amministrazione.fardelliana@bibliotecafardelliana.it";"www.bibliotecafardelliana.it"
"IT-TP0024";"TPSVT";"Biblioteca comunale";"Viale Europa 1";"";"00001";"Vita";"081023";"Trapani";"SICILIA";"081";"37,8717826";"12,8225241";"+39 0924955277";"+39 0924955148";"protocollo@comune.vita.tp.it";""
"IT-TP0029";"";"Biblioteca del Polo territoriale universitario di Trapani. Università degli studi di Palermo";"Lungomare Dante Alighieri";"Casa Santa";"91016";"Erice";"081008";"Trapani";"SICILIA";"081";"38,0341101200766";"12,5341707414948";"+39 0923569042";"";"biblioteca.polotrapani@unipa.it";"http://www.unipa.it/Biblioteca-del-Polo-Territoriale-Universitario-della-Provincia-di-Trapani/"
"IT-TP0030";"TPSMP";"Biblioteca Museo Regionale Agostino Pepoli";"Via Conte Agostino Pepoli 180";"";"91100";"Trapani";"081021";"Trapani";"SICILIA";"081";"38,018758";"12,5417951";"+39 0923553269";"+39 0923535444";"museo.pepoli@regione.sicilia.it";"https://www2.regione.sicilia.it/beniculturali/museopepoli/museopepoli.html"
"IT-TP0031";"PBE24";"Biblioteca diocesana Giovanni Biagio Amico";"Via Cosenza, 90";"";"91016";"Erice";"081008";"Trapani";"SICILIA";"081";"38,0247769";"12,5492836";"+39 0923.571239";"+39 0923.562411";"biblioteca@seminariotrapani.it";""
"IT-TP0037";"TPSCG";"Biblioteca Multimediale Barbara Rizzo, Giuseppe e Salvatore Asta";"Piazza Giacomo Matteotti 3";"";"91014";"Castellammare del Golfo";"081005";"Trapani";"SICILIA";"081";"38,0245659";"12,881457899999987";"+39 0924592501";"";"biblioteca@comune.castellammare.tp.it";"www.comune.castellammare.tp.it/biblioteca/"
"IT-TP0038";"";"Biblioteca storico letteraria Centro culturale Luigi Pirandello";"Corso G. Garibaldi 76";"";"91014";"Castellammare del Golfo";"081005";"Trapani";"SICILIA";"081";"38,0235252";"12,8811474";"";"";"";""
"IT-TP0041";"";"Biblioteca comunale ""Fratelli Giangrasso""";"Via Florio 1";"";"91023";"Favignana";"081009";"Trapani";"SICILIA";"081";"37,9320632";"12,3275412";"+39 0923922249";"";"bibliotecafavignana@gmail.com";"http://comune.favignana.tp.it/hh/index.php"
"IT-TP0043";"";"Biblioteca pubblica della Società operaia di mutuo soccorso";"Piazza Libertà";"";"91029";"Santa Ninfa";"081019";"Trapani";"SICILIA";"081";"37,7735826";"12,8799164";"+39 092461378";"";"";""
"IT-TP0044";"TPSVD";"Biblioteca comunale Francesco De Stefano";"Via Vespri 55";"";"91019";"Valderice";"081022";"Trapani";"SICILIA";"081";"38,0379543403919";"12,6137582988114";"+39 0923892021";"";"biblioteca@comune.valderice.tp.itlibero.it";"www.comune.valderice.tp.it"
"IT-TP0050";"";"Biblioteca della Casa circondariale";"Via Madonna di Fatima 226";"Casa Santa";"91016";"Erice";"081008";"Trapani";"SICILIA";"081";"38,0323126";"12,5412868";"+39 0923562511";"+39 0923565700";"";""
"IT-TP0051";"";"Biblioteca dell'Associazione culturale Giuseppe Cardinale";"Via Salita S. Anna 127";"Casa Santa";"91016";"Erice";"081008";"Trapani";"SICILIA";"081";"38,0295523";"12,5642261";"+39 0923535170";"";"";""
"IT-TP0052";"";"Biblioteca della Parrocchia di S. Lorenzo Levita";"Piazza Madrice 1";"Xitta";"91100";"Trapani";"081021";"Trapani";"SICILIA";"081";"37,9965438";"12,5477788";"+39 0923551627";"";"";""
"IT-TP0053";"";"Biblioteca dell'Istituto salesiano Don Bosco";"Via G.B. Fardella, 24";"";"91100";"Trapani";"081021";"Trapani";"SICILIA";"081";"38,0187531";"12,5185852";"+39 092321193";"";"";""
"IT-TP0054";"";"Biblioteca del Centro di lettura Don Bosco";"Via Nazionale, 321";"Fulgatore";"91010";"Trapani";"081021";"Trapani";"SICILIA";"081";"37,9486428";"12,6912506";"+39 0923811030";"";"";""
"IT-TP0055";"TPSSA";"Biblioteca comunale Salaparuta";"Via Regione Siciliana";"";"91020";"Salaparuta";"081017";"Trapani";"SICILIA";"081";"37,7555691";"13,0070956";"+39 092471320";"";"affarigenerali@comune.salaparuta.tp.it";"www.comune.salaparuta.tp.it"
"IT-TP0059";"TPSCV";"Biblioteca comunale ""Leonardo Centonze""";"Via G. Garibaldi 58";"";"91022";"Castelvetrano";"081006";"Trapani";"SICILIA";"081";"37,67639630693564";"12,791701282803388";"+39 0924932188";"";"biblioteca@comune.castelvetrano.tp.it";"http://www.bibliotp.it/sebinaopac/sebinayou.do"
"IT-TP0060";"TPSBP";"Biblioteca comunale";"Via Pietro Randazzo 100";"";"91012";"Buseto Palizzolo";"081002";"Trapani";"SICILIA";"081";"38,0143344";"12,7182175";"+39 0923851541";"+39 0923851038";"biblioteca@comune.busetopalizzolo.tp.it";"www.comune.busetopalizzolo.tp.it"
